"","SAMPLID","AREA","OLD_SAMP","SDATE","SPEC","SAMP_TYPE","GEAR","BD","LAT","LON","LF_SAMPLER","FISHING_VESSEL_1","FISHING_VESSEL_2","FISHING_VESSEL_3","CARRIER","FOREIGN_VESSEL","CRUISE","SETNO","COMMENTS","PLANT","AGER1","AGER2","MARKET_WEIGHT_KG","HOW_LF_OBTAINED","HOW_DETAIL_OBTAINED","DETAIL_SAMPLER","WEIR_CODE"
"882",20200321,467,NA,2020-07-13,60,5,2,0,4437.7,6638.2,"Maac Whitehead","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 4 of 4","Atlantic Catch Data",NA,NA,21250,NA,NA,NA,NA
"883",20200322,467,NA,2020-07-13,60,5,2,0,4437,6638,"Heather Perry","Tasha Marie",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS","Atlantic Catch Data",NA,NA,18000,NA,NA,NA,NA
"884",20200348,466,NA,2020-07-17,60,4,2,1,4406,6625,"Ken Dougan, Connors","Brunswick Provider",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 1 of 2; Ager1_Reading2 is LC","Connors #10, Blacks Harbour","DK",NA,41500,NA,NA,"Derek Knox",NA
"885",20200349,466,NA,2020-07-17,60,5,2,0,4406,6625,"Dave Welch","Brunswick Provider",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,41500,NA,NA,NA,NA
"886",20200350,466,NA,2020-07-17,60,4,2,0,4407,6629,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,40000,NA,NA,NA,NA
"887",20200351,466,NA,2020-07-17,60,5,2,0,4407,6629,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,40000,NA,NA,NA,NA
"888",20200352,466,NA,2020-07-17,60,4,2,0,4403,6627,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,18500,NA,NA,NA,NA
"889",20200353,466,NA,2020-07-17,60,5,2,0,4403,6627,"Dave Welch","Fundy Monarch",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,18500,NA,NA,NA,NA
"890",20200354,466,NA,2020-07-17,60,4,2,1,4403.67,6628,"Nicole Comeau","Lady Janice II",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 1 of 2","Comeau's Sea Foods Ltd.","LC",NA,46495,NA,NA,"Claire Neufeld",NA
"891",20200355,466,NA,2020-07-17,60,5,2,0,4403.67,6628,"Dale Knickle","Lady Janice II",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,46495,NA,NA,NA,NA
"892",20200356,466,NA,2020-07-17,60,5,2,0,4402.33,6620.25,"Dale Knickle","Lady Melissa",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR","Atlantic Catch Data",NA,NA,14000,NA,NA,NA,NA
"893",20200357,466,NA,2020-07-17,60,4,2,0,4406.2,6629.5,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 1 of 2","Scotia Garden Seafood Inc.",NA,NA,17500,NA,NA,NA,NA
"894",20200358,466,NA,2020-07-17,60,5,2,0,4406.2,6629.5,"Heather Perry","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,17500,NA,NA,NA,NA
"895",20200359,466,NA,2020-07-17,60,4,2,0,4406.14,6627.96,"Chris and Devin","Morning Star",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 1 of 3","Cape Breeze Seafoods",NA,NA,15667,NA,NA,NA,NA
"896",20200129,465,NA,2020-06-11,60,5,2,0,4337.7,6656.1,"Ed Blackier","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Tear Drop, 4XQ, 2 of 2 Tally #15","Atlantic Catch Data",NA,NA,8000,NA,NA,NA,NA
"897",20200360,466,NA,2020-07-17,60,4,2,0,4406.14,6627.96,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 2 of 3","Scotia Garden Seafood Inc.",NA,NA,15667,NA,NA,NA,NA
"898",20200361,466,NA,2020-07-17,60,5,2,0,4406.14,6627.96,"Heather Perry","Morning Star",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 3 of 3","Atlantic Catch Data",NA,NA,15666,NA,NA,NA,NA
"899",20200362,466,NA,2020-07-17,60,5,2,0,4406.8,6628.6,"Dale Knickle","Sealife II",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR","Atlantic Catch Data",NA,NA,36000,NA,NA,NA,NA
"900",20200363,466,NA,2020-07-17,60,5,2,0,4402,6626,"Sophia Tomson","Tasha Marie",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR","Atlantic Catch Data",NA,NA,44000,NA,NA,NA,NA
"901",20200785,465,NA,2020-09-03,60,4,2,0,4324,6628.3,"Nicole Comeau","Sealife II",NA,NA,NA,NA,NA,NA,"German Bank, 4XR, 2 of 3","Comeau's Sea Foods Ltd.",NA,NA,31000,NA,NA,NA,NA
"902",20200496,466,NA,2020-08-10,60,5,2,0,4507,6500,"Dale Knickle","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR","Atlantic Catch Data",NA,NA,95000,NA,NA,NA,NA
"903",20200497,466,NA,2020-08-10,60,4,2,1,4506,6500,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2; Ager1_Reading2 is LC","Connors #10, Blacks Harbour","DK",NA,55000,NA,NA,"Derek Knox",NA
"904",20200498,466,NA,2020-08-10,60,5,2,0,4506,6500,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,55000,NA,NA,NA,NA
"905",20200499,466,NA,2020-08-10,60,4,2,0,4506,6502,"Alma Duffy and Louis Doucet","Lady Janice II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 3","Comeau's Sea Foods Ltd.",NA,NA,57333,NA,NA,NA,NA
"906",20200500,466,NA,2020-08-10,60,5,2,0,4506,6502,"Albert Gaudet","Lady Janice II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 3","Atlantic Catch Data",NA,NA,57333,NA,NA,NA,NA
"907",20200501,466,NA,2020-08-10,60,4,2,0,4506,6500,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Scotia Garden Seafood Inc.",NA,NA,66000,NA,NA,NA,NA
"908",20200502,466,NA,2020-08-10,60,5,2,0,4506.8,6500.47,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,66000,NA,NA,NA,NA
"909",20200521,466,NA,2020-08-11,60,5,2,0,4507,6500,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 3 of 3","Atlantic Catch Data",NA,NA,26666,NA,NA,NA,NA
"910",20200522,466,NA,2020-08-11,60,6,2,1,4506,6459,"Nicole Comeau","Sealife II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 3","Comeau's Sea Foods Ltd.","LC",NA,33667,NA,NA,"Claire Neufeld",NA
"911",20200523,466,NA,2020-08-11,60,5,2,0,4506,6459,"Sophia Tomson","Sealife II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 3","Atlantic Catch Data",NA,NA,33667,NA,NA,NA,NA
"912",20200524,466,NA,2020-08-11,60,5,2,0,4507,6501,"Sophia Tomson","Tasha Marie",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR","Atlantic Catch Data",NA,NA,74000,NA,NA,NA,NA
"913",20201127,465,NA,2020-10-27,60,2,2,1,4317.42,6621.68,NA,"Unknown",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, Fecundity sample",NA,NA,NA,5,NA,NA,"Lisa Houston",NA
"914",20200088,465,NA,2020-06-08,60,4,2,0,4336.3,6653,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"Gannet Dey Ledge, 4XQ, 2 of 2","Scotia Garden Seafood Inc.",NA,NA,10500,NA,NA,NA,NA
"915",20200447,466,NA,2020-07-29,60,5,2,0,4513.01,6456.01,"Ed Blackier","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2, Tally #30","Atlantic Catch Data",NA,NA,35000,NA,NA,NA,NA
"916",20200448,466,NA,2020-07-28,60,4,2,0,4511,6456,"Alma Duffy and Louis Doucet","Lady Janice II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Comeau's Sea Foods Ltd.",NA,NA,13000,NA,NA,NA,NA
"917",20200444,466,NA,2020-07-29,60,4,2,1,4430,6605,"Ken Dougan, Connors","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR, 1 of 2","Connors #10, Blacks Harbour","DK",NA,46000,NA,NA,"Derek Knox",NA
"918",20200445,466,NA,2020-07-29,60,5,2,0,4430,6605,"Ed Blackier","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR, 2 of 2, Tally #29","Atlantic Catch Data",NA,NA,46000,NA,NA,NA,NA
"919",20200446,466,NA,2020-07-29,60,4,2,0,4513.01,6456.01,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,35000,NA,NA,NA,NA
"920",20200449,466,NA,2020-07-29,60,4,2,0,4510,6459,"Louis Doucet and Melva Deveau","Lady Janice II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Comeau's Sea Foods Ltd.",NA,NA,23500,NA,NA,NA,NA
"921",20200450,466,NA,2020-07-29,60,5,2,0,4510,6459,"Albert Gaudet","Lady Janice II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,23500,NA,NA,NA,NA
"922",20200451,466,NA,2020-07-29,60,4,2,0,4511.56,6454.22,"Louis Doucet and Melva Deveau","Lady Melissa",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2; Ager1_Reading2 is LC","Comeau's Sea Foods Ltd.","LC",NA,48500,NA,NA,"Claire Neufeld",NA
"923",20200452,466,NA,2020-07-29,60,5,2,0,4511.56,6454.22,"Albert Gaudet","Lady Melissa",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,48500,NA,NA,NA,NA
"924",20200453,466,NA,2020-07-29,60,4,2,1,4403,6629,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 1 of 2; Ager1_Reading2 is LC","Scotia Garden Seafood Inc.","DK",NA,27000,NA,NA,"Derek Knox",NA
"925",20200454,466,NA,2020-07-29,60,5,2,0,4403,6629,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"McDormand Patch, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,27000,NA,NA,NA,NA
"926",20200455,466,NA,2020-07-29,60,4,2,0,4510,6504,"Zach and Zander","Morning Star",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 3","Cape Breeze Seafoods",NA,NA,31667,NA,NA,NA,NA
"927",20200456,466,NA,2020-07-29,60,4,2,0,4510,6504,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 3","Scotia Garden Seafood Inc.",NA,NA,31667,NA,NA,NA,NA
"928",20200457,466,NA,2020-07-29,60,5,2,0,4510,6504,"Albert Gaudet","Morning Star",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 3 of 3","Atlantic Catch Data",NA,NA,31666,NA,NA,NA,NA
"929",20200458,466,NA,2020-07-30,60,5,2,0,4512,6454,"Dale Knickle","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR","Atlantic Catch Data",NA,NA,66000,NA,NA,NA,NA
"930",20200459,466,NA,2020-07-30,60,4,2,0,4506.24,6502.49,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,15000,NA,NA,NA,NA
"931",20200460,466,NA,2020-07-30,60,5,2,0,4506.24,6502.49,"Ed Blackier","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2, Tally #31","Atlantic Catch Data",NA,NA,15000,NA,NA,NA,NA
"932",20200461,466,NA,2020-07-30,60,4,2,0,4510,6455,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,65000,NA,NA,NA,NA
"933",20200462,466,NA,2020-07-30,60,5,2,0,4510,6455,"Ed Blackier","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2, Tally #32","Atlantic Catch Data",NA,NA,65000,NA,NA,NA,NA
"934",20200463,466,NA,2020-07-30,60,4,2,0,4506,6502,"Nicole Comeau","Lady Janice II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Comeau's Sea Foods Ltd.",NA,NA,42000,NA,NA,NA,NA
"935",20200464,466,NA,2020-07-30,60,5,2,0,4506,6502,"Dale Knickle","Lady Janice II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,42000,NA,NA,NA,NA
"936",20200465,466,NA,2020-07-30,60,5,2,0,4511.53,6457.25,"Sophia Tomson","Lady Melissa",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR","Atlantic Catch Data",NA,NA,51000,NA,NA,NA,NA
"937",20200466,467,NA,2020-07-31,60,4,1,0,4446.62,6649.29,"Walter Beach",NA,NA,NA,"Silver King",NA,NA,NA,"Money Cove #337, NB weir","Connors #10, Blacks Harbour",NA,NA,25310,NA,NA,NA,337
"938",20200467,467,NA,2020-08-01,60,4,1,1,4440.36,6641.16,"Nicole Comeau",NA,NA,NA,"Capelco",NA,NA,NA,"Mumps #376, NB weir; Ager1_Reading2 is LC","Comeau's Sea Foods Ltd.","LC",NA,40000,NA,NA,"Claire Neufeld",376
"939",20200468,465,NA,2020-08-03,60,5,2,0,4336.3,6653.2,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,12000,NA,NA,NA,NA
"940",20200469,467,NA,2020-08-04,60,4,2,0,4437,6638,"Walter Beach","Canada 100",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 1 of 2","Connors #10, Blacks Harbour",NA,NA,39500,NA,NA,NA,NA
"941",20200470,467,NA,2020-08-04,60,5,2,0,4437,6638,"Ed Blackier","Canada 100",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 2 of 2, Tally #33","Atlantic Catch Data",NA,NA,39500,NA,NA,NA,NA
"942",20200471,467,NA,2020-08-04,60,4,2,0,4438,6639,"Walter Beach","Fundy Monarch",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 1 of 2","Connors #10, Blacks Harbour",NA,NA,21000,NA,NA,NA,NA
"943",20200472,467,NA,2020-08-04,60,5,2,0,4438,6639,"Ed Blackier","Fundy Monarch",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 2 of 2, Tally #34","Atlantic Catch Data",NA,NA,21000,NA,NA,NA,NA
"944",20200473,467,NA,2020-08-05,60,5,2,0,4438,6639,"Ed Blackier","Brunswick Provider",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 1 of 2, Tally #36","Atlantic Catch Data",NA,NA,20000,NA,NA,NA,NA
"945",20200474,467,NA,2020-08-05,60,5,2,0,4438,6639,"Ed Blackier","Fundy Monarch",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 1 of 2, Tally #35","Atlantic Catch Data",NA,NA,20000,NA,NA,NA,NA
"946",20200475,467,NA,2020-08-05,60,5,2,0,4436,6636,"Dale Knickle","Lady Melissa",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 1 of 2","Atlantic Catch Data",NA,NA,6500,NA,NA,NA,NA
"947",20200476,467,NA,2020-08-05,60,5,2,0,4436,6636,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 1 of 2","Atlantic Catch Data",NA,NA,38500,NA,NA,NA,NA
"948",20200895,465,NA,2020-09-18,60,5,2,0,4316.7,6621.6,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,23000,NA,NA,NA,NA
"949",20200896,465,NA,2020-09-18,60,5,2,0,4313,6621,"Dale Knickle","Tasha Marie",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,72000,NA,NA,NA,NA
"950",20200528,466,NA,2020-08-12,60,4,2,0,4508,6502,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,43000,NA,NA,NA,NA
"951",20200525,466,NA,2020-08-10,60,4,2,1,4506,6502,"Nicole Comeau","Lady Janice II",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 3 of 3","Comeau's Sea Foods Ltd.","LC",NA,57334,NA,NA,"Claire Neufeld",NA
"952",20200526,467,NA,2020-08-12,60,4,2,0,4437,6638,"Ken Dougan, Connors","Brunswick Provider",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 1 of 2","Connors #10, Blacks Harbour",NA,NA,37000,NA,NA,NA,NA
"953",20200527,467,NA,2020-08-12,60,5,2,0,4437,6638,"Dave Welch","Brunswick Provider",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS, 2 of 2","Atlantic Catch Data",NA,NA,37000,NA,NA,NA,NA
"954",20200529,466,NA,2020-08-12,60,5,2,0,4508,6502,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,43000,NA,NA,NA,NA
"955",20200897,465,NA,2020-09-16,60,4,2,0,4318.62,6621.19,"Alma Duffy and Louis Doucet","Lady Melissa",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 3 of 3","Comeau's Sea Foods Ltd.",NA,NA,29334,NA,NA,NA,NA
"956",20200898,466,NA,2020-09-21,60,4,2,1,4510,6455,"Walter Beach","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2; Ager1_Reading2 is LC","Connors #10, Blacks Harbour","LC",NA,39500,NA,NA,"Claire Neufeld",NA
"957",20200899,466,NA,2020-09-21,60,5,2,0,4510,6455,"Ed Blackier","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2, Tally #56","Atlantic Catch Data",NA,NA,39500,NA,NA,NA,NA
"958",20200900,466,NA,2020-09-21,60,4,2,1,4511.54,6452.44,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour","LC",NA,45500,NA,NA,"Derek Knox",NA
"959",20200901,466,NA,2020-09-21,60,5,2,0,4511.54,6452.44,"Ed Blackier","Canada 100",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2, Tally #54","Atlantic Catch Data",NA,NA,45500,NA,NA,NA,NA
"960",20200902,466,NA,2020-09-21,60,4,2,1,4512,6448,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour","LC",NA,48000,NA,NA,"Claire Neufeld",NA
"961",20200674,465,NA,2020-08-19,60,4,2,0,4326,6626,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 3","Scotia Garden Seafood Inc.",NA,NA,17333,NA,NA,NA,NA
"962",20200675,465,NA,2020-08-19,60,5,2,0,4326,6626,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 3 of 3","Atlantic Catch Data",NA,NA,17334,NA,NA,NA,NA
"963",20200676,465,NA,2020-08-19,60,5,2,0,4325,6625,"Sophia Tomson","Sealife II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,25000,NA,NA,NA,NA
"964",20200677,465,NA,2020-08-19,60,5,2,0,4327,6626,"Dale Knickle","Tasha Marie",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,47000,NA,NA,NA,NA
"965",20200678,466,NA,2020-08-19,60,5,2,0,4419,6620,"Sophia Tomson","Tasha Marie",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR","Atlantic Catch Data",NA,NA,22000,NA,NA,NA,NA
"966",20200679,467,NA,2020-08-19,60,4,1,0,4446.62,6649.29,"Walter Beach",NA,NA,NA,"Strathburne",NA,NA,NA,"Money Cove #337, NB weir","Connors #10, Blacks Harbour",NA,NA,41620,NA,NA,NA,337
"967",20200680,465,NA,2020-08-18,60,4,2,0,4327,6625,"Alma Duffy and Louis Doucet","Lady Janice II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 3 of 3","Comeau's Sea Foods Ltd.",NA,NA,29666,NA,NA,NA,NA
"968",20200681,466,NA,2020-08-20,60,4,2,1,4420,6622,"Nicole Comeau","Lady Janice II",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR, 1 of 2","Comeau's Sea Foods Ltd.","LC",NA,4500,NA,NA,"Claire Neufeld",NA
"969",20200682,466,NA,2020-08-20,60,5,2,0,4420,6622,"Dale Knickle","Lady Janice II",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,4500,NA,NA,NA,NA
"970",20200683,466,NA,2020-08-20,60,5,2,0,4420,6620,"Dale Knickle","Lady Melissa",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR","Atlantic Catch Data",NA,NA,21000,NA,NA,NA,NA
"971",20200684,465,NA,2020-08-20,60,4,2,0,4326,6626,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Scotia Garden Seafood Inc.",NA,NA,30500,NA,NA,NA,NA
"972",20200685,465,NA,2020-08-20,60,5,2,0,4326,6626,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,30500,NA,NA,NA,NA
"973",20200686,465,NA,2020-08-20,60,4,2,0,4316,6626,"Chris and Samara","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 3","Cape Breeze Seafoods",NA,NA,37333,NA,NA,NA,NA
"974",20200687,465,NA,2020-08-20,60,4,2,0,4316,6626,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 3","Scotia Garden Seafood Inc.",NA,NA,37333,NA,NA,NA,NA
"975",20200688,465,NA,2020-08-20,60,5,2,0,4316,6626,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 3 of 3","Atlantic Catch Data",NA,NA,37334,NA,NA,NA,NA
"976",20200689,466,NA,2020-08-20,60,4,2,0,4419.36,6622.83,"Walter Beach","Canada 100",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,3000,NA,NA,NA,NA
"977",20200690,466,NA,2020-08-20,60,5,2,0,4419.36,6622.83,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,3000,NA,NA,NA,NA
"978",20200691,466,NA,2020-08-20,60,4,2,0,4510,6454,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,74000,NA,NA,NA,NA
"979",20200692,466,NA,2020-08-20,60,5,2,0,4510,6454,"Dave Welch","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,74000,NA,NA,NA,NA
"980",20200693,465,NA,2020-08-21,60,5,2,0,4331.05,6628.28,"Dale Knickle","Lady Janice II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,27000,NA,NA,NA,NA
"981",20200694,465,NA,2020-08-21,60,4,2,0,4331.52,6629,"Nicole Comeau","Lady Melissa",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Comeau's Sea Foods Ltd.",NA,NA,13000,NA,NA,NA,NA
"982",20200695,465,NA,2020-08-21,60,5,2,0,4331.52,6629,"Heather Perry","Lady Melissa",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,13000,NA,NA,NA,NA
"983",20200696,465,NA,2020-08-21,60,4,2,0,4330.9,6628.8,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Scotia Garden Seafood Inc.",NA,NA,48000,NA,NA,NA,NA
"984",20200697,465,NA,2020-08-21,60,4,2,0,4330,6627,"Chris and Devin","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 3","Cape Breeze Seafoods",NA,NA,11667,NA,NA,NA,NA
"985",20200903,466,NA,2020-09-21,60,5,2,0,4512,6448,"Ed Blackier","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Scots Bay, 4XR, 2 of 2, Tally #55","Atlantic Catch Data",NA,NA,48000,NA,NA,NA,NA
"986",20201022,465,NA,2020-10-12,60,4,2,0,4318.16,6617.88,"Nicole Comeau","Lady Melissa",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 3","Comeau's Sea Foods Ltd.",NA,NA,27333,NA,NA,NA,NA
"987",20201023,467,NA,2020-10-13,60,4,2,0,4457,6644,"Ken Dougan, Connors","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Wolves, 4XS, 1 of 2","Connors #10, Blacks Harbour",NA,NA,36000,NA,NA,NA,NA
"988",20201024,467,NA,2020-10-13,60,5,2,0,4457,6644,"Dave Welch","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Wolves, 4XS, 2 of 2","Atlantic Catch Data",NA,NA,36000,NA,NA,NA,NA
"989",20201025,467,NA,2020-10-13,60,4,2,0,4458,6642,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"Wolves, 4XS, 1 of 2","Connors #10, Blacks Harbour",NA,NA,35000,NA,NA,NA,NA
"990",20201026,467,NA,2020-10-13,60,5,2,0,4458,6642,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"Wolves, 4XS, 2 of 2","Atlantic Catch Data",NA,NA,35000,NA,NA,NA,NA
"991",20201027,465,NA,2020-10-13,60,4,2,1,4316,6618,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2; Ager1_Reading2 is LC","Connors #10, Blacks Harbour","LC",NA,67000,NA,NA,"Claire Neufeld",NA
