"","SAMPLID","AREA","OLD_SAMP","SDATE","SPEC","SAMP_TYPE","GEAR","BD","LAT","LON","LF_SAMPLER","FISHING_VESSEL_1","FISHING_VESSEL_2","FISHING_VESSEL_3","CARRIER","FOREIGN_VESSEL","CRUISE","SETNO","COMMENTS","PLANT","AGER1","AGER2","MARKET_WEIGHT_KG","HOW_LF_OBTAINED","HOW_DETAIL_OBTAINED","DETAIL_SAMPLER","WEIR_CODE"
"689",20200301,463,NA,2020-07-07,60,4,2,0,4308,6607,"Alma Duffy and Louis Doucet","Lady Janice II",NA,NA,NA,NA,NA,NA,"SW Grounds, 4XO, 2 of 2","Comeau's Sea Foods Ltd.",NA,NA,73000,NA,NA,NA,NA
"690",20200302,465,NA,2020-07-07,60,6,2,0,4320.1,6618.1,"Nicole Comeau","Sealife II",NA,NA,NA,NA,NA,NA,"SW Ground, 4XQ, 2 of 2","Comeau's Sea Foods Ltd.",NA,NA,88000,NA,NA,NA,NA
"691",20200303,463,NA,2020-07-08,60,4,2,0,4309.12,6605.59,"Nicole Comeau","Sealife II",NA,NA,NA,NA,NA,NA,"SW Ground (Casper), 4XO, 2 of 2","Comeau's Sea Foods Ltd.",NA,NA,8500,NA,NA,NA,NA
"692",20200304,463,NA,2020-07-09,60,4,2,0,4307,6603.4,"Chris and Devin","Sealife II",NA,NA,NA,NA,NA,NA,"SW Ground (Casper), 4XO, 1 of 2","Cape Breeze Seafoods",NA,NA,6000,NA,NA,NA,NA
"693",20200305,463,NA,2020-07-09,60,5,2,0,4307,6603.4,"Sophia Tomson","Sealife II",NA,NA,NA,NA,NA,NA,"SW Ground (Casper), 4XO, 2 of 2","Atlantic Catch Data",NA,NA,6000,NA,NA,NA,NA
"694",20200555,466,NA,2020-08-18,60,4,2,0,4424,6618,"Walter Beach","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,33500,NA,NA,NA,NA
"695",20200556,466,NA,2020-08-18,60,5,2,0,4424,6616,"Dave Welch","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Long Island Shore, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,33500,NA,NA,NA,NA
"696",20200557,466,NA,2020-08-18,60,4,2,1,4419,6622,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 1 of 2, soft bodies","Connors #10, Blacks Harbour","DK",NA,24000,NA,NA,"Derek Knox",NA
"697",20200558,466,NA,2020-08-18,60,5,2,0,4419,6622,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"NW Ledge, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,24000,NA,NA,NA,NA
"698",20200056,511,NA,2020-06-03,60,4,2,0,4419,6701,"Ken Dougan, Connors","Brunswick Provider",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 1 of 2","Connors #10, Blacks Harbour",NA,NA,18500,NA,NA,NA,NA
